Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2010-03-10,1065.0,1078.0,1057.0,1062.7,1059.55,27644.0,294.97
2010-03-11,1074.9,1074.9,1041.65,1045.0,1044.85,39357.0,413.13
2010-03-12,1050.0,1054.9,1028.0,1037.0,1036.15,35454.0,368.38
2010-03-15,1053.0,1053.0,1016.0,1018.05,1019.55,71358.0,729.3
2010-03-16,1024.0,1034.0,1016.1,1030.0,1029.2,49729.0,509.49
2010-03-17,1033.0,1047.0,1031.0,1045.0,1038.85,52955.0,550.13
2010-03-18,1042.0,1063.0,1038.05,1049.0,1049.25,69265.0,728.9
2010-03-19,1060.0,1074.9,1056.0,1058.0,1063.1,97937.0,1046.57
2010-03-22,1057.9,1057.9,1040.0,1050.2,1050.2,25761.0,270.15
2010-03-23,1059.0,1068.9,1036.25,1050.1,1045.1,33295.0,347.86
2010-03-25,1053.0,1053.0,1029.4,1031.0,1033.85,49233.0,509.93
2010-03-26,1033.0,1057.9,1033.0,1048.45,1050.45,37075.0,388.37
2010-03-29,1044.2,1074.6,1044.2,1057.0,1057.6,38932.0,413.84
2010-03-30,1053.2,1073.0,1043.0,1050.0,1047.95,29944.0,317.39
2010-03-31,1050.25,1059.55,1041.0,1050.0,1049.6,32181.0,338.19
2010-04-01,1053.5,1068.0,1052.0,1059.0,1059.0,22054.0,234.19
2010-04-05,1065.0,1073.7,1058.15,1064.5,1064.15,33918.0,361.46
2010-04-06,1070.0,1102.4,1066.0,1094.05,1087.85,135461.0,1475.33
2010-04-07,1092.0,1105.0,1068.0,1075.5,1076.45,68628.0,746.83
2010-04-08,1075.0,1090.0,1065.0,1068.35,1069.6,33589.0,360.61
2010-04-09,1165.0,1165.0,1062.0,1079.0,1077.05,134661.0,1449.58
2010-04-12,1085.0,1102.0,1075.0,1079.0,1081.3,55826.0,608.17
2010-04-13,1085.0,1092.0,1072.0,1074.25,1074.65,32519.0,350.4
2010-04-15,1080.0,1089.95,1065.0,1065.0,1067.45,19955.0,214.38
2010-04-16,1067.5,1068.8,1042.2,1044.9,1046.3,32714.0,343.48
2010-04-19,1040.0,1040.0,1017.0,1035.35,1036.45,67384.0,694.65
2010-04-20,1039.95,1049.0,1026.0,1033.0,1038.55,26486.0,275.53
2010-04-21,1045.0,1055.0,1027.0,1027.6,1031.25,60178.0,624.0
2010-04-22,1028.0,1042.0,1020.0,1020.05,1025.6,78477.0,807.83
2010-04-23,1028.0,1037.0,1018.7,1036.5,1032.95,72721.0,744.49
2010-04-26,1040.0,1054.0,1030.7,1046.6,1050.4,65769.0,685.94
2010-04-27,1049.0,1066.9,1040.25,1048.55,1050.9,67007.0,709.04
2010-04-28,1032.0,1056.5,1031.1,1047.0,1047.05,145178.0,1521.29
2010-04-29,1044.4,1064.95,1037.0,1048.0,1049.4,57167.0,603.34
2010-04-30,1055.0,1058.25,1045.0,1049.4,1048.05,14319.0,150.33
2010-05-03,1045.0,1054.8,1035.0,1039.0,1038.05,65226.0,678.02
2010-05-04,1049.7,1049.7,1021.5,1026.95,1026.7,25181.0,259.66
2010-05-05,1005.0,1026.0,991.85,1012.15,1012.2,40409.0,408.22
2010-05-06,1040.0,1040.0,1007.0,1015.0,1014.85,15665.0,159.32
2010-05-07,1009.0,1011.0,984.4,988.0,988.25,25673.0,255.21
2010-05-10,1009.0,1017.85,992.0,1004.2,1006.5,11263.0,113.15
2010-05-11,1007.0,1017.0,991.0,991.2,995.2,11848.0,118.64
2010-05-12,1018.0,1018.0,990.85,998.0,995.0,9674.0,96.54
2010-05-13,1014.0,1014.0,999.0,1012.4,1009.4,10377.0,104.39
2010-05-14,1005.4,1013.7,995.0,1002.0,1005.05,10416.0,105.09
2010-05-17,1012.0,1012.0,980.1,1003.15,1002.65,20327.0,202.1
2010-05-18,997.0,1057.0,990.0,1050.0,1048.6,78808.0,818.97
2010-05-19,1025.0,1043.0,978.1,988.0,984.85,39641.0,400.11
2010-05-20,999.7,1007.95,984.0,992.75,991.05,10530.0,104.41
2010-05-21,980.0,1000.0,965.0,995.05,995.4,52638.0,519.88
2010-05-24,1005.0,1010.0,995.0,998.0,999.5,7614.0,76.23
2010-05-25,1005.0,1005.0,970.05,975.0,975.7,104754.0,1021.56
2010-05-26,975.0,998.95,965.7,974.1,976.7,9448.0,92.25
2010-05-27,996.8,996.8,952.0,962.9,963.9,51296.0,495.81
2010-05-28,983.9,984.9,970.0,980.0,981.3,20813.0,203.88
2010-05-31,975.0,977.0,962.0,972.0,970.55,28279.0,274.43
2010-06-01,962.0,969.9,957.0,963.9,965.0,28317.0,272.58
2010-06-02,970.0,979.95,962.0,967.0,968.25,8483.0,82.19
2010-06-03,980.0,1008.7,971.0,994.9,994.0,38011.0,378.2
2010-06-04,999.0,1009.8,995.0,997.05,1000.55,21172.0,212.14
2010-06-07,990.0,995.0,973.0,975.0,978.05,7609.0,74.62
2010-06-08,968.0,1007.65,968.0,997.85,996.75,28797.0,286.29
2010-06-09,1005.7,1006.0,992.25,993.9,996.95,6902.0,68.86
2010-06-10,997.0,1005.6,991.1,996.0,999.3,6982.0,69.69
2010-06-11,1009.0,1018.0,993.0,997.8,1001.15,33032.0,332.21
2010-06-14,1010.0,1025.0,998.0,1018.9,1013.7,15734.0,158.86
2010-06-15,1015.0,1018.0,1004.5,1010.0,1011.55,6288.0,63.53
2010-06-16,1012.0,1018.8,1004.0,1015.75,1010.4,16351.0,165.42
2010-06-17,1006.5,1020.0,1001.25,1013.0,1013.75,9701.0,98.15
2010-06-18,1020.0,1025.0,1006.0,1020.25,1021.85,16882.0,171.98
2010-06-21,1028.0,1047.0,1023.1,1033.0,1036.35,66066.0,686.6
2010-06-22,1046.0,1046.0,1018.0,1018.5,1021.2,36936.0,380.58
2010-06-23,1018.0,1032.8,1018.0,1021.2,1027.5,17893.0,183.65
2010-06-24,1033.2,1044.95,1001.0,1007.9,1003.7,105465.0,1063.89
2010-06-25,1001.0,1015.0,995.1,1008.0,1008.95,13163.0,132.68
2010-06-28,1010.0,1018.0,1002.7,1009.0,1010.2,9068.0,91.69
2010-06-29,1012.0,1013.0,991.05,999.0,998.3,13392.0,134.12
2010-06-30,998.0,1006.4,985.1,995.1,1000.6,11286.0,112.92
2010-07-01,1000.6,1006.95,990.0,993.0,995.0,7369.0,73.56
2010-07-02,1000.0,1014.8,996.2,1001.8,1000.2,23677.0,238.05
2010-07-05,1000.0,1009.35,981.7,985.1,984.4,24764.0,245.67
2010-07-06,999.75,999.75,987.05,990.2,996.4,133016.0,1318.51
2010-07-07,997.0,1018.05,995.05,999.0,1002.15,43552.0,439.68
2010-07-08,1010.0,1016.0,993.1,998.0,999.35,26904.0,270.52
2010-07-09,1000.0,1012.7,993.0,1001.0,1001.25,31534.0,316.3
2010-07-12,1009.0,1011.0,997.0,998.05,999.25,27157.0,272.08
2010-07-13,1004.95,1009.4,990.05,996.4,996.2,45550.0,454.47
2010-07-14,1004.0,1034.95,990.25,1012.7,1014.25,110815.0,1123.04
2010-07-15,1014.0,1030.0,1013.0,1020.0,1018.2,39177.0,400.41
2010-07-16,1022.0,1025.15,1002.0,1004.0,1003.95,19952.0,201.69
2010-07-19,1000.0,1050.0,1000.0,1022.0,1020.35,89310.0,920.18
2010-07-20,1025.0,1031.9,1015.0,1022.0,1021.25,16064.0,164.35
2010-07-21,1023.0,1039.0,1021.0,1031.0,1033.5,24002.0,247.12
2010-07-22,1035.5,1045.0,1023.0,1026.0,1028.15,42805.0,442.62
2010-07-23,1039.9,1039.9,1015.0,1015.25,1020.55,29215.0,300.16
2010-07-26,1021.0,1030.0,1013.0,1013.05,1017.5,36566.0,373.57
2010-07-27,1005.6,1021.0,1005.6,1014.15,1014.65,59031.0,598.56
2010-07-28,1015.1,1019.0,1008.9,1015.0,1014.1,13056.0,132.38
2010-07-29,1019.0,1019.0,1001.7,1008.35,1008.4,24144.0,243.71
2010-07-30,1000.0,1026.0,1000.0,1018.7,1015.95,14347.0,145.92
2010-08-02,1017.0,1037.0,1001.6,1032.0,1030.95,32930.0,339.14
2010-08-03,1030.05,1036.0,1020.05,1027.0,1027.05,17365.0,178.78
2010-08-04,1033.9,1036.0,1019.0,1021.05,1026.15,20250.0,208.32
2010-08-05,1029.15,1031.95,1022.25,1022.25,1025.45,10242.0,105.37
2010-08-06,1034.0,1050.0,1011.0,1016.0,1013.65,47265.0,485.75
2010-08-09,1009.0,1015.0,1000.4,1011.0,1010.7,13529.0,136.41
2010-08-10,1011.0,1021.25,1005.0,1006.0,1005.6,57735.0,582.52
2010-08-11,1008.0,1011.95,993.05,995.0,995.8,125617.0,1251.58
2010-08-12,990.0,1000.1,980.5,991.0,992.05,14677.0,145.64
2010-08-13,993.4,1034.9,990.15,1008.05,1009.2,134370.0,1358.45
2010-08-16,1015.0,1018.0,1005.35,1008.05,1009.9,45768.0,462.92
2010-08-17,1014.0,1028.95,1005.0,1016.0,1016.0,72296.0,735.18
2010-08-18,1017.0,1023.5,1002.6,1018.0,1019.1,38961.0,397.14
2010-08-19,1020.25,1027.9,1016.0,1022.0,1022.45,61442.0,628.38
2010-08-20,1049.0,1049.0,1015.0,1021.0,1020.3,33377.0,341.11
2010-08-23,1031.9,1031.9,1016.1,1022.0,1021.15,71838.0,733.03
2010-08-24,1026.0,1029.75,1018.4,1019.1,1020.45,44442.0,453.46
2010-08-25,1010.0,1027.7,1010.0,1022.0,1022.1,147581.0,1507.0
2010-08-26,1022.0,1034.0,995.55,1001.75,1002.35,258809.0,2646.58
2010-08-27,1004.0,1015.0,990.55,1005.7,1004.05,55618.0,557.88
2010-08-30,1009.0,1014.75,994.0,1008.0,1009.3,20599.0,207.86
2010-08-31,1005.0,1012.0,999.6,1010.0,1009.0,13773.0,138.24
2010-09-01,1010.0,1017.65,1006.25,1015.0,1013.15,12896.0,130.34
2010-09-02,1018.0,1065.0,1010.5,1061.0,1061.1,378393.0,3982.91
2010-09-03,1065.0,1159.0,1065.0,1133.3,1134.05,633757.0,7077.23
2010-09-06,1139.0,1209.9,1139.0,1195.0,1195.05,447868.0,5320.88
2010-09-07,1200.0,1210.0,1173.2,1188.95,1188.0,199113.0,2370.82
2010-09-08,1185.0,1193.0,1161.0,1184.5,1172.3,141756.0,1663.94
2010-09-09,1180.0,1238.0,1180.0,1206.25,1205.95,275297.0,3349.32
2010-09-13,1229.9,1229.9,1170.0,1185.0,1185.1,80142.0,956.26
2010-09-14,1180.0,1202.75,1167.35,1170.0,1170.3,41464.0,488.09
2010-09-15,1170.1,1183.0,1144.0,1166.9,1168.1,80207.0,934.14
2010-09-16,1170.0,1170.0,1145.9,1151.5,1152.6,56444.0,654.29
2010-09-17,1150.0,1186.85,1150.0,1158.85,1164.8,98878.0,1157.29
2010-09-20,1165.0,1175.0,1150.7,1157.7,1161.35,34984.0,406.11
2010-09-21,1165.05,1175.0,1135.0,1144.0,1141.1,42152.0,483.36
2010-09-22,1143.9,1168.45,1130.2,1138.95,1137.85,39783.0,457.63
2010-09-23,1140.15,1152.3,1093.0,1113.1,1110.55,52154.0,579.73
2010-09-24,1105.05,1114.85,1084.15,1088.0,1090.8,88538.0,969.0
2010-09-27,1095.55,1123.95,1075.0,1113.5,1114.9,86140.0,960.76
2010-09-28,1120.0,1120.0,1106.0,1112.95,1112.95,46237.0,515.21
2010-09-29,1112.05,1124.0,1103.0,1103.0,1106.05,82736.0,923.71
2010-09-30,1091.0,1108.0,1075.0,1087.9,1079.15,51616.0,559.46
2010-10-01,1096.0,1137.0,1080.0,1111.0,1107.45,92946.0,1028.03
2010-10-04,1083.6,1154.0,1083.6,1142.05,1144.3,218752.0,2458.91
2010-10-05,1156.0,1211.0,1147.2,1206.3,1190.25,146062.0,1712.96
2010-10-06,1208.0,1222.0,1165.2,1183.4,1178.1,79564.0,953.22
2010-10-07,1190.0,1208.0,1133.15,1150.35,1152.4,97127.0,1139.71
2010-10-08,1166.05,1170.0,1136.3,1148.0,1144.65,21969.0,252.43
2010-10-11,1155.0,1169.0,1146.4,1159.0,1157.9,21652.0,250.15
2010-10-12,1168.9,1168.9,1123.1,1139.95,1144.8,32687.0,373.49
2010-10-13,1145.15,1177.0,1132.9,1140.95,1141.65,46946.0,539.67
2010-10-14,1145.1,1159.0,1140.1,1144.25,1145.35,18578.0,213.71
2010-10-15,1148.8,1162.9,1126.4,1130.0,1139.35,52674.0,604.96
2010-10-18,1140.0,1142.9,1092.25,1126.0,1121.7,47738.0,531.1
2010-10-19,1119.0,1156.5,1119.0,1126.2,1133.0,27581.0,314.09
2010-10-20,1130.0,1147.5,1122.0,1129.6,1129.6,24288.0,275.11
2010-10-21,1133.0,1154.0,1133.0,1145.1,1146.35,26001.0,298.05
2010-10-22,1149.8,1162.9,1135.0,1139.5,1142.45,13474.0,154.57
2010-10-25,1147.05,1147.05,1128.0,1130.0,1130.15,21941.0,249.62
2010-10-26,1126.05,1138.0,1126.05,1131.7,1131.4,7226.0,81.8
2010-10-27,1135.1,1139.85,1101.0,1135.0,1124.75,40538.0,454.11
2010-10-28,1120.5,1138.8,1085.0,1102.0,1094.15,45420.0,500.27
2010-10-29,1095.0,1140.0,1076.0,1119.9,1123.65,35255.0,391.69
2010-11-01,1104.0,1121.5,1092.6,1115.0,1110.85,9789.0,108.9
2010-11-02,1114.2,1117.0,1095.55,1102.5,1100.9,13217.0,146.01
2010-11-03,1104.2,1147.0,1104.2,1134.0,1128.95,43186.0,489.54
2010-11-04,1150.0,1165.0,1125.15,1140.0,1136.15,22868.0,260.16
2010-11-05,1160.0,1160.0,1116.6,1132.0,1133.85,2873.0,32.61
2010-11-08,1135.0,1148.75,1123.0,1135.0,1135.3,18007.0,204.94
2010-11-09,1132.0,1145.45,1115.05,1120.25,1120.75,18950.0,213.32
2010-11-10,1220.0,1220.0,1110.0,1125.0,1127.6,8076.0,91.07
2010-11-11,1122.05,1166.65,1122.05,1132.0,1125.85,92853.0,1061.67
2010-11-12,1140.0,1158.0,1090.05,1095.0,1103.55,78207.0,885.97
2010-11-15,1108.0,1128.0,1091.7,1099.5,1099.85,44223.0,486.41
2010-11-16,1114.4,1120.0,1082.65,1101.1,1104.0,52947.0,581.88
2010-11-18,1105.85,1105.85,1058.0,1101.5,1100.45,26813.0,291.73
2010-11-19,1080.1,1117.0,1073.3,1082.0,1093.5,14806.0,163.61
2010-11-22,1093.05,1100.0,1080.0,1086.3,1085.85,84690.0,921.09
2010-11-23,1081.0,1094.0,1073.35,1085.0,1077.65,18261.0,197.66
2010-11-24,1085.85,1093.9,1056.0,1057.0,1065.0,8545.0,91.77
2010-11-25,1066.0,1084.0,1020.1,1031.2,1041.5,33144.0,346.65
2010-11-26,1039.0,1049.9,953.1,987.0,990.7,55183.0,544.34
2010-11-29,987.0,994.6,970.0,977.55,980.2,25597.0,251.28
2010-11-30,975.0,991.75,957.1,985.95,982.9,26878.0,263.35
2010-12-01,998.0,1025.0,986.0,1017.75,1018.4,74580.0,748.61
2010-12-02,1028.95,1037.0,1020.0,1023.0,1026.15,11686.0,120.15
2010-12-03,1022.0,1028.0,1005.2,1013.2,1009.2,6531.0,66.14
2010-12-06,1012.0,1029.0,1000.15,1004.0,1005.6,7646.0,77.52
2010-12-07,1005.0,1039.0,996.0,1015.15,1023.45,20920.0,212.17
2010-12-08,1023.5,1026.0,998.15,1005.0,1004.95,12005.0,121.0
2010-12-09,1014.8,1014.8,995.05,1002.9,1000.3,32187.0,322.1
2010-12-10,1012.6,1012.6,990.0,998.0,998.0,16192.0,162.07
2010-12-13,1000.05,1008.0,981.05,1000.0,999.7,11897.0,118.98
2010-12-14,1009.0,1019.0,1000.0,1004.05,1004.95,37018.0,371.38
2010-12-15,1001.05,1023.9,989.0,994.5,991.8,23830.0,238.3
2010-12-16,990.0,1000.0,985.0,990.0,989.0,13123.0,130.09
2010-12-20,995.0,999.9,985.2,995.0,992.3,9313.0,92.49
2010-12-21,1004.0,1004.0,995.0,999.5,997.75,5675.0,56.69
2010-12-22,1000.0,1009.45,990.1,991.0,992.65,6873.0,68.64
2010-12-23,993.0,1003.95,990.1,994.0,993.1,11993.0,119.25
2010-12-24,986.0,998.95,986.0,995.0,994.3,10880.0,108.18
2010-12-27,999.0,999.55,975.1,979.95,979.55,31470.0,309.5
2010-12-28,978.0,992.85,972.0,978.0,977.6,41919.0,409.86
2010-12-29,979.3,988.6,975.0,986.0,984.05,15744.0,154.61
2010-12-30,986.0,1005.0,982.15,1001.0,998.8,21031.0,208.74
2010-12-31,999.0,1048.0,999.0,1035.8,1032.25,63910.0,653.82
2011-01-03,1039.95,1052.6,1025.0,1028.0,1028.2,24200.0,249.91
2011-01-04,1038.2,1040.0,1019.75,1021.0,1023.75,16249.0,166.62
2011-01-05,1025.0,1031.0,1004.0,1007.0,1006.65,13830.0,139.9
2011-01-06,1019.75,1029.8,990.2,994.0,993.95,47200.0,472.75
2011-01-07,1003.0,1005.0,984.0,993.0,987.05,26697.0,263.82
2011-01-10,989.95,990.0,965.0,968.0,967.25,14575.0,141.87
2011-01-11,965.1,974.0,940.35,971.0,962.2,41217.0,392.85
2011-01-12,950.0,974.0,948.05,970.0,967.35,27053.0,260.71
2011-01-13,970.0,994.0,950.05,955.0,954.15,32189.0,312.17
2011-01-14,960.25,968.9,945.0,946.0,949.7,23280.0,223.47
2011-01-17,945.0,957.0,931.0,945.0,945.2,55856.0,527.5
2011-01-18,962.0,962.0,925.15,940.0,939.9,42006.0,394.32
2011-01-19,938.0,953.0,932.2,940.0,940.8,9129.0,86.18
2011-01-20,931.05,950.0,931.05,944.0,942.85,6186.0,58.27
2011-01-21,938.0,963.0,937.5,948.2,949.15,28941.0,275.43
2011-01-24,950.0,961.0,935.1,944.85,943.55,21976.0,208.3
2011-01-25,950.0,952.0,923.0,923.0,929.35,36163.0,339.54
2011-01-27,928.25,930.0,901.05,911.75,905.5,78927.0,720.81
2011-01-28,910.0,915.85,875.15,886.85,887.7,27893.0,249.55
2011-01-31,880.0,880.0,857.05,869.0,870.1,25589.0,222.42
2011-02-01,856.0,878.75,817.4,820.0,829.3,33464.0,284.54
2011-02-02,844.25,849.9,810.0,810.25,819.7,60490.0,503.41
2011-02-03,835.0,835.0,797.0,811.5,813.95,35633.0,288.87
2011-02-04,825.0,825.0,790.0,796.15,794.65,39220.0,316.49
2011-02-07,820.0,820.0,756.0,759.0,759.85,75767.0,582.38
2011-02-08,776.0,776.0,659.0,671.6,675.3,722501.0,4944.41
2011-02-09,673.0,677.0,570.0,585.0,584.85,2191557.0,13493.69
2011-02-10,579.95,615.25,576.0,592.15,589.2,751123.0,4485.9
2011-02-11,602.45,625.1,586.0,620.0,614.45,455514.0,2752.53
2011-02-14,626.0,655.15,621.2,651.0,651.0,342545.0,2191.13
2011-02-15,657.0,677.05,645.0,657.85,660.7,296459.0,1964.35
2011-02-16,660.0,680.0,655.7,666.0,668.75,179817.0,1204.34
2011-02-17,669.0,683.0,665.0,678.5,679.65,158677.0,1075.27
2011-02-18,662.6,694.25,651.15,665.0,658.55,180834.0,1221.24
2011-02-21,670.0,673.7,652.35,670.8,668.0,80611.0,532.72
2011-02-22,669.0,685.5,658.15,664.45,663.95,148382.0,994.9
2011-02-23,665.0,673.3,658.95,660.05,660.4,47116.0,313.6
2011-02-24,664.9,667.85,604.0,632.0,633.6,448689.0,2809.83
2011-02-25,640.0,663.9,601.0,612.1,613.5,872955.0,5477.3
2011-02-28,616.1,627.0,605.35,620.0,620.45,142693.0,883.58
2011-03-01,629.0,645.5,620.0,641.0,642.85,137435.0,875.3
2011-03-03,640.0,657.0,628.6,646.5,646.6,86200.0,557.82
2011-03-04,644.0,659.6,641.3,642.1,643.7,51726.0,336.89
2011-03-07,625.6,642.3,620.0,639.8,637.55,48800.0,309.55
2011-03-08,640.05,651.0,636.25,640.0,641.0,57596.0,370.59
2011-03-09,642.5,672.0,642.5,663.5,662.45,93729.0,621.61
2011-03-10,660.0,661.8,646.0,653.6,654.2,42858.0,280.98
2011-03-11,650.0,670.6,640.0,666.8,665.95,132173.0,871.47
2011-03-14,667.0,676.0,663.1,668.5,671.45,87498.0,586.81
2011-03-15,650.0,689.0,635.2,673.0,673.4,131672.0,884.63
2011-03-16,687.95,687.95,671.85,673.95,675.4,53916.0,364.63
2011-03-17,674.0,676.8,656.55,675.1,669.95,51642.0,345.28
2011-03-18,660.15,679.85,652.4,654.0,660.05,129300.0,859.72
2011-03-21,660.15,667.0,650.25,662.0,662.6,43944.0,290.47
2011-03-22,669.7,669.7,655.0,662.0,661.45,108016.0,713.48
2011-03-23,669.9,687.5,664.95,677.2,679.95,149323.0,1015.8
2011-03-24,680.0,704.95,675.0,688.45,685.9,104548.0,724.8
2011-03-25,698.3,708.0,688.0,699.25,698.3,116766.0,819.58
2011-03-28,680.6,709.4,680.6,687.5,692.15,72175.0,499.54
2011-03-29,689.9,696.9,682.45,691.5,691.25,36729.0,253.66
2011-03-30,704.1,704.1,690.05,692.0,693.55,32234.0,224.68
2011-03-31,699.95,699.95,673.05,690.0,681.95,101578.0,698.28
2011-04-01,691.95,717.6,683.05,704.25,705.95,109189.0,771.49
2011-04-04,712.0,740.0,707.0,739.05,737.6,126306.0,918.33
2011-04-05,745.65,758.0,732.15,750.1,749.9,95564.0,712.91
2011-04-06,763.4,764.85,745.15,749.5,750.6,78233.0,591.75
2011-04-07,752.05,770.05,743.6,758.3,759.25,100710.0,765.72
2011-04-08,760.1,761.0,730.65,735.25,736.05,64734.0,482.61
2011-04-11,734.95,746.45,720.55,723.0,722.85,38678.0,281.63
2011-04-13,718.95,739.65,716.0,729.05,729.95,74885.0,547.26
2011-04-15,737.35,737.35,724.0,725.05,728.15,46625.0,340.12
2011-04-18,723.05,739.9,720.1,723.95,724.3,37974.0,277.41
2011-04-19,722.15,732.1,712.05,717.1,715.9,31770.0,228.61
2011-04-20,728.8,730.0,717.5,723.95,723.05,20115.0,145.93
2011-04-21,726.35,734.9,720.25,725.7,725.35,13231.0,96.15
2011-04-25,728.0,734.75,718.25,725.5,727.7,28445.0,206.71
2011-04-26,721.05,727.25,716.35,724.0,724.3,13864.0,100.1
2011-04-27,724.8,729.0,718.2,723.0,720.9,23784.0,172.1
2011-04-28,720.0,724.9,705.4,714.4,708.35,64842.0,461.28
2011-04-29,721.3,721.3,687.2,697.5,694.85,30652.0,214.08
2011-05-02,686.0,700.0,655.0,670.0,670.6,48880.0,328.41
2011-05-03,685.0,689.8,654.2,662.0,662.8,60952.0,413.37
2011-05-04,664.05,678.0,655.95,671.0,674.05,40199.0,269.17
2011-05-05,688.95,688.95,655.1,657.5,657.65,42224.0,282.28
2011-05-06,661.1,670.55,655.6,668.0,668.7,29406.0,195.28
2011-05-09,651.0,684.9,651.0,663.0,665.8,13872.0,92.81
2011-05-10,677.8,677.8,658.2,661.0,661.35,15202.0,101.19
2011-05-11,670.0,670.0,657.9,664.0,660.95,18395.0,121.89
2011-05-12,664.0,667.0,655.55,656.5,657.55,21495.0,142.16
2011-05-13,652.05,666.85,639.2,658.0,659.3,27285.0,180.27
2011-05-16,662.05,662.65,648.05,652.0,652.15,16123.0,105.62
2011-05-17,640.4,656.0,640.4,649.0,646.55,13665.0,88.73
2011-05-18,658.25,658.25,637.5,640.0,640.45,29794.0,192.28
2011-05-19,646.95,646.95,638.0,638.05,638.8,32776.0,210.14
2011-05-20,630.1,646.95,628.0,643.5,643.55,17721.0,113.94
2011-05-23,645.0,649.85,628.0,629.9,630.35,13001.0,82.26
2011-05-24,630.05,637.4,620.25,624.0,622.85,24487.0,153.24
2011-05-25,622.9,622.9,602.65,613.0,613.0,98938.0,602.31
2011-05-26,613.15,630.0,608.0,627.9,625.25,42290.0,263.22
2011-05-27,620.6,661.0,620.6,650.0,650.85,54678.0,354.84
2011-05-30,650.0,661.8,645.0,646.05,646.85,42583.0,277.67
2011-05-31,651.95,662.8,644.0,658.15,653.1,49932.0,325.15
2011-06-01,651.15,657.0,610.0,610.0,612.45,399463.0,2473.96
